,Duration,N_Packets,N_Bytes,Idle_timeout,Protocol,Source_ip,Destination_ip
2883,273.845,18,2014,60,icmp,10.0.0.89,10.0.0.5
2884,254.515,17,1919,60,icmp,10.0.0.90,10.0.0.5
2885,232.356,16,1924,60,icmp,10.0.0.91,10.0.0.5
2886,212.569,15,1761,60,icmp,10.0.0.92,10.0.0.5
2887,198.093,14,1647,60,icmp,10.0.0.93,10.0.0.5
2888,179.685,13,1566,60,icmp,10.0.0.94,10.0.0.5
2889,168.452,12,1307,60,icmp,10.0.0.95,10.0.0.5
2890,155.246,11,1267,60,icmp,10.0.0.96,10.0.0.5
2891,146.317,10,1078,60,icmp,10.0.0.97,10.0.0.5
2892,137.563,9,1100,60,icmp,10.0.0.98,10.0.0.5
2893,116.479,8,844,60,icmp,10.0.0.99,10.0.0.5
2894,107.399,7,727,60,icmp,10.0.0.100,10.0.0.5
2895,94.964,6,705,60,icmp,10.0.0.101,10.0.0.5
2896,76.264,5,475,60,icmp,10.0.0.102,10.0.0.5
2897,68.187,4,374,60,icmp,10.0.0.103,10.0.0.5
2898,48.861,3,279,60,icmp,10.0.0.104,10.0.0.5
2899,23.523,2,115,60,icmp,10.0.0.105,10.0.0.5
2900,3.895,1,12150,60,icmp,10.0.0.106,10.0.0.5
2901,1319.726,99,12150,60,icmp,10.0.0.2,10.0.0.5
2902,1319.723,99,12389,60,icmp,10.0.0.5,10.0.0.2
2903,1319.663,99,12389,60,icmp,10.0.0.3,10.0.0.5
2904,1319.66,99,12301,60,icmp,10.0.0.5,10.0.0.3
2905,1319.611,99,12301,60,icmp,10.0.0.4,10.0.0.5
2906,1319.61,99,12503,60,icmp,10.0.0.5,10.0.0.4
2907,1319.552,99,12622,60,icmp,10.0.0.5,10.0.0.5
2908,1319.5,99,12622,60,icmp,10.0.0.6,10.0.0.5
2909,1319.498,99,11627,60,icmp,10.0.0.5,10.0.0.6
2910,1319.446,99,11627,60,icmp,10.0.0.7,10.0.0.5
2911,1319.443,99,12269,60,icmp,10.0.0.5,10.0.0.7
2912,1319.382,99,12269,60,icmp,10.0.0.8,10.0.0.5
2913,1319.38,99,12005,60,icmp,10.0.0.5,10.0.0.8
2914,1319.327,99,12005,60,icmp,10.0.0.9,10.0.0.5
2915,1319.325,99,12033,60,icmp,10.0.0.5,10.0.0.9
2916,1319.264,99,12033,60,icmp,10.0.0.10,10.0.0.5
2917,1319.263,99,12059,60,icmp,10.0.0.5,10.0.0.10
2918,1299.883,98,11993,60,icmp,10.0.0.11,10.0.0.5
2919,1298.806,97,11761,60,icmp,10.0.0.12,10.0.0.5
2920,1278.696,96,11480,60,icmp,10.0.0.13,10.0.0.5
2921,1261.459,95,11097,60,icmp,10.0.0.14,10.0.0.5
2922,1246.484,94,11470,60,icmp,10.0.0.15,10.0.0.5
2923,1238.362,93,11047,60,icmp,10.0.0.16,10.0.0.5
2924,1224.976,92,11672,60,icmp,10.0.0.17,10.0.0.5
2925,1204.287,91,11342,60,icmp,10.0.0.18,10.0.0.5
2926,1183.716,90,10729,60,icmp,10.0.0.19,10.0.0.5
