,Duration,N_Packets,N_Bytes,Idle_timeout,Protocol,Source_ip,Destination_ip
1727,53.557,40,3840,60,tcp,10.0.1.11,10.0.1.3
1728,53.557,40,3840,60,tcp,10.0.1.12,10.0.1.3
1729,53.557,40,3840,60,tcp,10.0.1.14,10.0.1.3
1730,53.557,40,3840,60,tcp,10.0.1.16,10.0.1.3
1731,53.557,40,3840,60,tcp,10.0.1.1,10.0.1.3
1732,53.556,120,3840,60,tcp,10.0.1.5,10.0.1.3
1733,53.555,80,3840,60,tcp,10.0.1.6,10.0.1.3
1734,53.554,40,3840,60,tcp,10.0.1.7,10.0.1.3
1735,53.553,40,3840,60,tcp,10.0.1.8,10.0.1.3
1736,53.55,40,3840,60,tcp,10.0.1.10,10.0.1.3
1737,53.547,40,3840,60,tcp,10.0.1.11,10.0.1.3
1738,53.545,40,3840,60,tcp,10.0.1.12,10.0.1.3
1739,53.543,200,3840,60,tcp,10.0.1.13,10.0.1.3
1740,53.533,80,3840,60,tcp,10.0.1.1,10.0.1.3
1741,53.529,80,3840,60,tcp,10.0.1.4,10.0.1.3
1742,53.528,40,3840,60,tcp,10.0.1.5,10.0.1.3
1743,53.526,40,3840,60,tcp,10.0.1.6,10.0.1.3
1744,53.526,120,3840,60,tcp,10.0.1.9,10.0.1.3
1745,53.522,40,3840,60,tcp,10.0.1.13,10.0.1.3
1746,53.516,40,3840,60,tcp,10.0.1.18,10.0.1.3
1747,53.51,40,3840,60,tcp,10.0.1.4,10.0.1.3
1748,53.508,40,3840,60,tcp,10.0.1.6,10.0.1.3
1749,53.506,360,3840,60,tcp,10.0.1.7,10.0.1.3
1750,53.506,40,3840,60,tcp,10.0.1.8,10.0.1.3
1751,53.505,40,3840,60,tcp,10.0.1.9,10.0.1.3
1752,53.503,40,3840,60,tcp,10.0.1.10,10.0.1.3
1753,53.5,40,3840,60,tcp,10.0.1.13,10.0.1.3
1754,53.499,40,3840,60,tcp,10.0.1.14,10.0.1.3
1755,53.492,40,3840,60,tcp,10.0.1.5,10.0.1.3
1756,53.491,200,3840,60,tcp,10.0.1.6,10.0.1.3
1757,53.488,40,3840,60,tcp,10.0.1.8,10.0.1.3
